,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
27479,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1ZVB_A.pdb,0.41,186.0,0.18162,34.0,0.93649,0.93649
28125,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2X7A_J.pdb,0.74,186.0,0.31095,59.0,0.93636,0.93636
12550,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3WMJ_B.pdb,0.45,186.0,0.19739,37.0,0.93533,0.93533
39490,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1ZV8_C.pdb,0.56,186.0,0.24433,46.0,0.93504,0.93504
14878,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1L2P_A.pdb,0.72,186.0,0.32164,61.0,0.93454,0.93454
25646,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6YIP_A.pdb,0.8,186.0,0.37264,71.0,0.93382,0.93382
56602,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2YMK_B.pdb,0.61,186.0,0.24917,47.0,0.93341,0.93341
4827,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6J5E_H.pdb,0.33,186.0,0.15527,29.0,0.93314,0.93314
51375,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3W19_C.pdb,0.49,186.0,0.20247,38.0,0.9311,0.9311
8770,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2Z2T_F.pdb,0.4,186.0,0.17631,33.0,0.93076,0.93076
39431,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7EDP_B.pdb,0.54,186.0,0.21273,40.0,0.93013,0.93013
69346,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7EKN_F.pdb,0.55,186.0,0.2232,42.0,0.93007,0.93007
16802,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4I2L_D.pdb,1.24,186.0,0.18892,36.0,0.92966,0.92966
32398,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_A.pdb,0.36,186.0,0.16047,30.0,0.92918,0.92918
18371,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3UIA_A.pdb,0.69,186.0,0.27995,53.0,0.92863,0.92863
56948,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5VPE_C.pdb,0.8,186.0,0.34643,66.0,0.92836,0.92836
72027,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7D2E_C.pdb,0.76,186.0,0.31046,59.0,0.92555,0.92555
43705,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4P67_E.pdb,0.49,186.0,0.19709,37.0,0.92543,0.92543
25473,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6YB1_A.pdb,0.4,186.0,0.16567,31.0,0.92543,0.92543
6300,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_E.pdb,0.38,186.0,0.15508,29.0,0.92514,0.92514
72844,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2NRN_D.pdb,0.62,186.0,0.18045,34.0,0.92484,0.92484
43588,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4PN8_F.pdb,0.39,186.0,0.16037,30.0,0.92476,0.92476
20066,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5C9N_A.pdb,0.8,186.0,0.3358,64.0,0.92417,0.92417
58811,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1JEK_B.pdb,0.45,186.0,0.18138,34.0,0.92399,0.92399
8944,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6SHK_A.pdb,0.9,186.0,0.25235,48.0,0.92391,0.92391
25999,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5JXC_C.pdb,0.92,186.0,0.40625,78.0,0.92307,0.92307
44052,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3BRT_B.pdb,0.8,186.0,0.32026,61.0,0.92273,0.92273
25649,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6DMX_E.pdb,1.14,186.0,0.23074,44.0,0.92259,0.92259
16509,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1JCD_B.pdb,0.88,186.0,0.27307,52.0,0.92226,0.92226
62543,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1IJ1_B.pdb,0.4,186.0,0.16564,31.0,0.92192,0.92192
81238,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5Z7L_C.pdb,0.61,186.0,0.22796,43.0,0.92173,0.92173
83459,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1GK7_A.pdb,0.58,186.0,0.20711,39.0,0.92139,0.92139
14705,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1S9K_D.pdb,0.74,186.0,0.27926,53.0,0.92107,0.92107
49728,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2Q6Q_A.pdb,0.85,186.0,0.3248,62.0,0.92089,0.92089
33154,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4M3L_A.pdb,0.91,186.0,0.3137,60.0,0.92065,0.92065
12839,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5VR2_B.pdb,0.72,186.0,0.26378,50.0,0.9206,0.9206
39430,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6OD2_A.pdb,0.73,186.0,0.27937,53.0,0.9203,0.9203
9757,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5ZK1_A.pdb,0.75,186.0,0.27905,53.0,0.91993,0.91993
44637,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6TVU_AaA.pdb,0.52,186.0,0.20217,38.0,0.91993,0.91993
11968,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6KTS_D.pdb,0.46,186.0,0.1813,34.0,0.91991,0.91991
12373,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3BRV_B.pdb,0.79,186.0,0.32022,61.0,0.91989,0.91989
71443,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5CWT_A.pdb,0.61,186.0,0.21741,41.0,0.91974,0.91974
67073,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6F5X_A.pdb,1.07,186.0,0.39378,76.0,0.91858,0.91858
23588,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1A02_F.pdb,0.73,186.0,0.27933,53.0,0.91852,0.91852
83342,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2HY6_D.pdb,0.43,186.0,0.17082,32.0,0.91807,0.91807
695,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C1A_C.pdb,0.5,186.0,0.18639,35.0,0.91802,0.91802
73834,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6D_B.pdb,0.4,186.0,0.16032,30.0,0.91762,0.91762
65044,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6JQK_C.pdb,0.55,186.0,0.18079,34.0,0.91747,0.91747
5709,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4GDO_D.pdb,0.61,186.0,0.21738,41.0,0.91738,0.91738
78262,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1YBK_A.pdb,1.21,186.0,0.2716,52.0,0.9164,0.9164
6180,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2W6A_B.pdb,0.8,186.0,0.29409,56.0,0.91614,0.91614
72436,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6SUR_N.pdb,0.72,186.0,0.25844,49.0,0.91561,0.91561
53314,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1Y66_D.pdb,0.69,186.0,0.24301,46.0,0.91559,0.91559
31286,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5WST_A.pdb,0.93,186.0,0.36971,71.0,0.91559,0.91559
10805,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C1A_A.pdb,0.6,186.0,0.19104,36.0,0.91555,0.91555
21650,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C31_A.pdb,0.43,186.0,0.16552,31.0,0.91554,0.91554
27360,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3SWY_B.pdb,0.65,186.0,0.24337,46.0,0.91541,0.91541
66786,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5VKF_B.pdb,1.15,186.0,0.27157,52.0,0.91498,0.91498
6887,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7D2E_D.pdb,0.88,186.0,0.32929,63.0,0.91491,0.91491
75463,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6X45_C.pdb,0.78,186.0,0.27339,52.0,0.91476,0.91476
29238,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XXZ_B.pdb,0.48,186.0,0.15991,30.0,0.9144,0.9144
22826,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1YOD_A.pdb,0.4,186.0,0.16031,30.0,0.91424,0.91424
71259,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2QA7_C.pdb,1.23,186.0,0.52058,102.0,0.91411,0.91411
77796,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5FV8_A.pdb,1.06,186.0,0.18882,36.0,0.91404,0.91404
65741,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4C7N_A.pdb,0.71,186.0,0.24804,47.0,0.91332,0.91332
78378,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4AQR_D.pdb,0.84,186.0,0.29868,57.0,0.91315,0.91315
45160,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7D2H_D.pdb,0.83,186.0,0.3143,60.0,0.91303,0.91303
80944,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5H1X_B.pdb,1.05,186.0,0.2663,51.0,0.91181,0.91181
80887,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5FV8_B.pdb,1.16,186.0,0.18336,35.0,0.91139,0.91139
80013,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1BB1_C.pdb,0.67,186.0,0.18006,34.0,0.91113,0.91113
37487,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5HZP_A.pdb,0.99,186.0,0.36843,71.0,0.91066,0.91066
27595,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4YV4_C.pdb,0.88,186.0,0.29802,57.0,0.9104,0.9104
81298,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7NFG_D.pdb,0.41,186.0,0.16025,30.0,0.9103,0.9103
1216,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6OCF_B.pdb,0.97,186.0,0.25588,49.0,0.91027,0.91027
56252,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4N6J_A.pdb,0.72,186.0,0.25831,49.0,0.91026,0.91026
79489,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WCU_B.pdb,0.44,186.0,0.16011,30.0,0.91025,0.91025
70451,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3H01_A.pdb,0.84,186.0,0.28304,54.0,0.91024,0.91024
23942,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4PAS_B.pdb,0.6,186.0,0.20689,39.0,0.90994,0.90994
