,SeqName,Alignment,SeqLength,tms1,tms2,SeqID,ProportionAligned,AvgProb3,AvgProb5,AvgProb9,PropHighProb
34,WP_010937457.1,5,269,0.5035,0.4349,8.4,0.9256505576208178,0.38715725806451606,0.529056451612903,0.686399193548387,0.13306451612903225
35,WP_010937461.1,1,98,0.5785,0.6184,9.3,0.8775510204081632,0.6338352941176468,0.7876352941176469,0.9270941176470586,0.0
36,WP_010937461.1,2,98,0.5396,0.5275,3.3,0.9285714285714286,0.5764888888888889,0.7328222222222222,0.8936444444444441,0.0
37,WP_010937461.1,3,98,0.5048,0.3171,10.2,1.0,0.5516391752577322,0.6923505154639173,0.8461958762886593,0.10309278350515463
38,WP_010937461.1,4,98,0.5048,0.3171,10.2,1.0,0.5516391752577322,0.6923505154639173,0.84620618556701,0.10309278350515463
39,WP_010937461.1,5,98,0.5017,0.4757,6.8,0.8979591836734694,0.5719310344827586,0.7195172413793106,0.8633678160919537,0.0
40,WP_164928113.1,1,189,0.8499,0.817,29.1,0.91005291005291,0.8823508771929821,0.955374269005848,0.9864385964912277,0.8362573099415205
41,WP_164928113.1,2,189,0.8493,0.8089,26.2,0.91005291005291,0.8809298245614035,0.9546081871345031,0.9865263157894734,0.8245614035087719
42,WP_164928113.1,3,189,0.8298,0.8061,28.9,0.9153439153439153,0.8440639534883722,0.9322267441860455,0.9736686046511628,0.7616279069767442
43,WP_164928113.1,4,189,0.8133,0.9195,33.1,0.8624338624338624,0.8963580246913574,0.9651666666666668,0.9912530864197522,0.8518518518518519
44,WP_164928113.1,5,189,0.8109,0.9118,33.3,0.8571428571428571,0.9006894409937881,0.9677888198757764,0.9923602484472043,0.8571428571428571
45,WP_164928116.1,1,326,0.4939,0.2985,8.2,0.9723926380368099,0.34216772151898717,0.4742056962025313,0.6201455696202527,0.006329113924050633
46,WP_164928116.1,2,326,0.4896,0.2968,9.1,0.9723926380368099,0.34009493670886054,0.4719588607594939,0.6161803797468355,0.0
47,WP_164928116.1,3,326,0.4832,0.296,8.7,0.8803680981595092,0.37344055944055904,0.5227097902097906,0.6812062937062938,0.0
48,WP_164928116.1,4,326,0.4832,0.296,8.7,0.8803680981595092,0.37344055944055904,0.5227097902097906,0.6812062937062938,0.0
49,WP_164928116.1,5,326,0.4806,0.2958,8.0,0.8834355828220859,0.36240069686411125,0.5157351916376309,0.6761846689895465,0.0
50,WP_010937571.1,1,184,0.5008,0.365,8.6,0.8804347826086957,0.49075776397515536,0.6264409937888198,0.7650745341614905,0.14285714285714285
51,WP_010937571.1,2,184,0.4776,0.3471,7.9,0.8967391304347826,0.44951219512195123,0.6036951219512195,0.758231707317073,0.08536585365853659
52,WP_010937571.1,3,184,0.468,0.2293,9.8,1.0,0.4056120218579235,0.5427377049180327,0.6873333333333331,0.04371584699453552
53,WP_010937571.1,4,184,0.4607,0.2241,10.3,1.0,0.4033497267759566,0.5364480874316943,0.6778743169398905,0.060109289617486336
54,WP_010937571.1,5,184,0.4557,0.2216,7.6,1.0,0.3957431693989073,0.5297377049180326,0.673207650273224,0.04371584699453552
55,WP_010937574.1,1,219,0.7654,0.7467,20.5,0.867579908675799,0.7950793650793647,0.8975343915343917,0.9609417989417987,0.6984126984126984
56,WP_010937574.1,2,219,0.7622,0.7437,20.5,0.867579908675799,0.791132275132275,0.890179894179895,0.9596455026455031,0.6190476190476191
57,WP_010937574.1,3,219,0.4558,0.4238,5.3,0.954337899543379,0.3318269230769231,0.5135913461538464,0.7291442307692308,0.0
58,WP_010937574.1,4,219,0.4282,0.4203,5.9,0.9360730593607306,0.2944656862745097,0.48555882352941154,0.7125931372549011,0.0
59,WP_010937574.1,5,219,0.4282,0.4203,5.9,0.9360730593607306,0.294470588235294,0.48555882352941154,0.7125931372549011,0.0
60,WP_010937575.1,1,418,0.7018,0.2771,11.1,0.9688995215311005,0.61440099009901,0.7180891089108908,0.7928564356435651,0.13613861386138615
61,WP_010937575.1,2,418,0.7014,0.5367,17.0,0.9425837320574163,0.6457455470737911,0.7427913486005095,0.8067989821882959,0.21882951653944022
62,WP_010937575.1,3,418,0.6967,0.5147,6.8,0.9880382775119617,0.5541189320388348,0.6838519417475728,0.7799466019417475,0.050970873786407765
63,WP_010937575.1,4,418,0.69,0.4383,9.7,0.9880382775119617,0.5855752427184464,0.688305825242719,0.7679660194174762,0.13349514563106796
64,WP_010937575.1,5,418,0.6903,0.5073,6.5,0.992822966507177,0.5408526570048315,0.6667028985507247,0.7677222222222223,0.03864734299516908
65,WP_010937583.1,1,123,0.7133,0.6429,13.0,0.9349593495934959,0.692921052631579,0.8482105263157891,0.9524561403508773,0.39473684210526316
66,WP_010937583.1,2,123,0.6787,0.2557,10.4,0.9349593495934959,0.6819736842105265,0.8202719298245615,0.923517543859649,0.3684210526315789
67,WP_010937583.1,3,123,0.6753,0.1670,10.7,0.983739837398374,0.6327,0.7813333333333332,0.9046833333333333,0.30833333333333335
68,WP_010937583.1,4,123,0.6730,0.2624,8.2,0.991869918699187,0.6270991735537191,0.7702396694214877,0.8971322314049585,0.2809917355371901
69,WP_010937583.1,5,123,0.6723,0.591,9.3,0.959349593495935,0.6376324786324781,0.7999829059829058,0.9179658119658117,0.3333333333333333
70,WP_010937610.1,1,105,0.808,0.8288,13.4,0.9238095238095239,0.8802604166666669,0.9382395833333333,0.9696249999999994,0.8229166666666666
71,WP_010937610.1,2,105,0.8034,0.2337,12.4,1.0,0.8434519230769227,0.9008846153846156,0.9395961538461539,0.75
72,WP_010937610.1,3,105,0.7992,0.8195,13.4,0.9238095238095239,0.8751041666666676,0.933052083333333,0.9653020833333327,0.8125
73,WP_010937610.1,4,105,0.7938,0.6086,14.6,0.9809523809523809,0.8449901960784313,0.9031568627450982,0.9387941176470589,0.7843137254901961
74,WP_010937610.1,5,105,0.7733,0.2249,5.7,1.0,0.8255865384615387,0.8845000000000002,0.923884615384615,0.7307692307692307
75,WP_010937644.1,1,656,0.5370,0.491,10.6,0.760670731707317,0.450821285140562,0.5920100401606431,0.7207048192771086,0.19879518072289157
76,WP_010937644.1,2,656,0.5340,0.4886,10.8,0.760670731707317,0.44647590361445755,0.5865140562248994,0.7155662650602413,0.20481927710843373
77,WP_010937644.1,3,656,0.5302,0.4853,10.8,0.760670731707317,0.44225301204819284,0.5816767068273102,0.7102630522088356,0.20481927710843373
78,WP_010937644.1,4,656,0.4864,0.5015,8.3,0.774390243902439,0.3609250493096645,0.5036390532544378,0.636232741617358,0.1203155818540434
79,WP_010937644.1,5,656,0.4864,0.5015,8.3,0.774390243902439,0.3609250493096645,0.5036390532544378,0.636232741617358,0.1203155818540434
80,WP_014524219.1,1,563,0.5782,0.5285,6.5,0.9236234458259325,0.35990751445086694,0.5064065510597304,0.6545067437379585,0.11368015414258188
81,WP_014524219.1,2,563,0.5782,0.5285,6.5,0.9236234458259325,0.35990751445086694,0.5064065510597304,0.6545067437379585,0.11368015414258188
82,WP_014524219.1,3,563,0.5606,0.4536,5.9,0.8969804618117229,0.38776785714285716,0.5185773809523814,0.6403035714285715,0.1865079365079365
83,WP_014524219.1,4,563,0.5590,0.4525,6.5,0.8969804618117229,0.38537103174603143,0.5149345238095243,0.6374424603174603,0.1884920634920635
84,WP_014524219.1,5,563,0.5580,0.4518,6.3,0.8969804618117229,0.38326190476190464,0.513079365079365,0.6363214285714283,0.1865079365079365
85,WP_010937679.1,1,230,0.5039,0.3660,8.3,0.9956521739130435,0.35592543859649123,0.5333859649122807,0.7261754385964914,0.0
86,WP_010937679.1,2,230,0.5022,0.3645,7.4,0.9956521739130435,0.3548421052631578,0.5303859649122805,0.7222543859649123,0.0
87,WP_010937679.1,3,230,0.4796,0.3691,8.9,0.9782608695652174,0.34637946428571437,0.5254285714285717,0.7215312499999998,0.0
88,WP_010937679.1,4,230,0.4600,0.3564,6.1,0.9956521739130435,0.33460526315789485,0.5047763157894736,0.6911052631578949,0.0
89,WP_010937679.1,5,230,0.4476,0.3194,5.2,1.0,0.327868995633188,0.4905982532751091,0.6784366812227071,0.0
90,WP_014524228.1,1,252,0.6588,0.8938,18.8,0.6984126984126984,0.8905314285714286,0.944908571428571,0.9761199999999993,0.8685714285714285
91,WP_014524228.1,2,252,0.6549,0.891,16.5,0.6984126984126984,0.8722228571428567,0.9312742857142859,0.9827542857142849,0.8342857142857143
92,WP_014524228.1,3,252,0.6549,0.891,16.5,0.6984126984126984,0.8722228571428567,0.9312742857142859,0.9827542857142849,0.8342857142857143
93,WP_014524228.1,4,252,0.6474,0.89,12.2,0.6825396825396826,0.8925964912280699,0.9492631578947363,0.9810058479532155,0.8596491228070176
94,WP_014524228.1,5,252,0.4605,0.2965,10.0,0.9523809523809523,0.33764853556485336,0.47167364016736396,0.6080251046025101,0.06694560669456066
95,WP_010937706.1,1,262,0.5219,0.3783,7.1,0.8625954198473282,0.5470133333333332,0.6527600000000003,0.7558666666666668,0.2088888888888889
96,WP_010937706.1,2,262,0.4763,0.4009,9.2,0.950381679389313,0.4457782258064517,0.5400685483870968,0.6394314516129037,0.18548387096774194
97,WP_010937706.1,3,262,0.4657,0.2668,8.9,0.8549618320610687,0.4712062780269057,0.5839103139013451,0.7002690582959644,0.1210762331838565
98,WP_010937706.1,4,262,0.4635,0.3298,11.4,0.9694656488549618,0.41066403162055315,0.5156047430830042,0.635837944664031,0.07509881422924901
99,WP_010937706.1,5,262,0.4604,0.3679,9.2,0.9923664122137404,0.3823822393822396,0.49083011583011577,0.6166216216216216,0.07335907335907337
100,WP_010937707.1,1,183,0.6890,0.1686,12.9,0.9726775956284153,0.6109096045197738,0.7575141242937857,0.8733954802259882,0.3502824858757062
101,WP_010937707.1,2,183,0.6844,0.2520,7.8,0.9836065573770492,0.6093631284916201,0.7435195530726264,0.8595474860335199,0.36312849162011174
102,WP_010937707.1,3,183,0.6313,0.1641,7.7,0.9234972677595629,0.588214285714286,0.7307440476190474,0.8529345238095237,0.32142857142857145
103,WP_010937707.1,4,183,0.6117,0.1431,13.0,0.9672131147540983,0.5421534090909093,0.6838181818181821,0.8202670454545455,0.29545454545454547
104,WP_010937707.1,5,183,0.6037,0.14,12.4,0.9672131147540983,0.5360965909090907,0.6766363636363637,0.8134999999999996,0.2727272727272727
105,WP_010937746.1,1,96,0.8090,0.7723,24.7,0.8854166666666666,0.913023809523809,0.9739523809523809,0.9954285714285711,0.8571428571428571
106,WP_010937746.1,2,96,0.7969,0.8119,14.6,0.9270833333333334,0.8561250000000001,0.9357045454545456,0.9754659090909086,0.7727272727272727
107,WP_010937746.1,3,96,0.7969,0.8119,14.6,0.9270833333333334,0.8561250000000001,0.9357045454545456,0.9754659090909086,0.7727272727272727
108,WP_010937746.1,4,96,0.7935,0.7935,13.2,0.9479166666666666,0.8275333333333332,0.916622222222222,0.963811111111111,0.7555555555555555
109,WP_010937746.1,5,96,0.7902,0.7620,20.5,0.9166666666666666,0.860390804597701,0.9401609195402297,0.976471264367816,0.8045977011494253
110,WP_014524242.1,1,49,0.7492,0.3521,10.2,1.0,0.8372083333333333,0.8959583333333331,0.9437291666666666,0.75
111,WP_014524242.1,2,49,0.6998,0.3910,15.2,0.9387755102040817,0.8412222222222223,0.9149555555555553,0.962311111111111,0.7333333333333333
112,WP_014524242.1,3,49,0.6798,0.6109,8.2,1.0,0.7853958333333336,0.8999791666666667,0.9667916666666665,0.4166666666666667
113,WP_014524242.1,4,49,0.6750,0.5623,14.3,1.0,0.7685,0.9020416666666669,0.9723541666666664,0.5416666666666666
114,WP_014524242.1,5,49,0.6635,0.5983,8.2,1.0,0.7719999999999999,0.8932291666666666,0.9656874999999996,0.4166666666666667
115,WP_010937762.1,1,255,0.8837,0.7726,9.8,0.996078431372549,0.7607312252964427,0.893482213438735,0.9657193675889326,0.5968379446640316
116,WP_010937762.1,2,255,0.8837,0.7726,9.8,0.996078431372549,0.7607312252964427,0.893486166007905,0.9657193675889326,0.5968379446640316
117,WP_010937762.1,3,255,0.8837,0.7726,9.8,0.996078431372549,0.7607312252964427,0.893486166007905,0.9657193675889326,0.5968379446640316
118,WP_010937762.1,4,255,0.8834,0.7046,13.0,0.996078431372549,0.75201581027668,0.89397233201581,0.9710118577075098,0.5731225296442688
119,WP_010937762.1,5,255,0.8825,0.7766,13.8,0.996078431372549,0.7550553359683805,0.8926126482213438,0.9668735177865615,0.5573122529644269
120,WP_010937793.1,1,109,0.5525,0.117,13.8,1.0,0.5579351851851853,0.6930925925925928,0.8078518518518514,0.26851851851851855
121,WP_010937793.1,2,109,0.5514,0.1171,13.8,1.0,0.5545555555555555,0.6924166666666663,0.8067407407407408,0.2777777777777778
122,WP_010937793.1,3,109,0.5014,0.4391,12.0,0.9174311926605505,0.579707070707071,0.6941010101010102,0.812424242424242,0.2828282828282828
123,WP_010937793.1,4,109,0.4788,0.4420,14.9,0.8623853211009175,0.5725913978494627,0.6855161290322581,0.8133978494623652,0.34408602150537637
124,WP_010937793.1,5,109,0.4489,0.4723,6.3,0.8715596330275229,0.5380851063829788,0.6872872340425532,0.8416170212765957,0.10638297872340426
125,WP_010937802.1,1,1015,0.8233,0.9178,34.4,0.8532019704433498,0.834043930635839,0.9255387283237028,0.9693710982659007,0.7549132947976879
126,WP_010937802.1,2,1015,0.7893,0.9587,38.7,0.8147783251231527,0.8470811138014518,0.9321973365617456,0.9732009685230074,0.7736077481840193
127,WP_010937802.1,3,1015,0.5604,0.705,26.3,0.6,0.7826858552631588,0.8756578947368435,0.931305921052635,0.7039473684210527
128,WP_010937802.1,4,1015,0.5524,0.7191,27.0,0.587192118226601,0.795196638655463,0.8872117647058835,0.9403277310924398,0.7210084033613445
129,WP_010937802.1,5,1015,0.5493,0.9088,35.0,0.5684729064039409,0.8414843750000004,0.9281163194444473,0.9705989583333382,0.7743055555555556
130,WP_164561746.1,1,73,0.4935,0.4317,8.3,0.9863013698630136,0.6000845070422534,0.7324507042253517,0.879507042253521,0.16901408450704225
131,WP_164561746.1,2,73,0.4792,0.4571,11.1,0.9863013698630136,0.5944225352112674,0.7038450704225349,0.8490845070422532,0.23943661971830985
132,WP_164561746.1,3,73,0.4792,0.4571,11.1,0.9863013698630136,0.5944225352112674,0.7038450704225349,0.8490845070422532,0.23943661971830985
133,WP_164561746.1,4,73,0.4757,0.3440,9.6,1.0,0.6061666666666664,0.7222083333333331,0.8484166666666666,0.19444444444444445
134,WP_164561746.1,5,73,0.4716,0.4497,9.7,0.9863013698630136,0.5832253521126761,0.6989999999999998,0.8454084507042254,0.2535211267605634
135,WP_010937807.1,1,273,0.5027,0.5267,10.3,0.7802197802197802,0.5125000000000003,0.6337075471698114,0.765764150943396,0.18867924528301888
136,WP_010937807.1,2,273,0.4886,0.2435,8.9,0.989010989010989,0.3945464684014869,0.5000260223048328,0.6237286245353159,0.17472118959107807
137,WP_010937807.1,3,273,0.473,0.3976,5.7,0.9706959706959707,0.33656060606060567,0.4534280303030304,0.6120871212121212,0.08333333333333333
138,WP_010937807.1,4,273,0.472,0.439,11.7,0.717948717948718,0.5191897435897437,0.6450615384615385,0.77728717948718,0.2564102564102564
139,WP_010937807.1,5,273,0.4705,0.5016,9.4,0.6996336996336996,0.5167789473684208,0.6442210526315789,0.7834421052631578,0.2631578947368421
140,WP_010937830.1,1,138,0.5757,0.2956,9.6,0.9782608695652174,0.5337164179104477,0.6640746268656718,0.7734104477611938,0.23880597014925373
141,WP_010937830.1,2,138,0.5678,0.2765,8.9,0.9782608695652174,0.5170820895522388,0.6485373134328356,0.7699104477611934,0.208955223880597
142,WP_010937830.1,3,138,0.5672,0.1970,11.7,0.9927536231884058,0.5634117647058828,0.6773897058823533,0.8158602941176467,0.16176470588235295
143,WP_010937830.1,4,138,0.5595,0.3918,5.1,1.0,0.530883211678832,0.6728467153284672,0.8283430656934304,0.12408759124087591
144,WP_010937830.1,5,138,0.5595,0.3918,5.1,1.0,0.530883211678832,0.6728467153284672,0.8283357664233574,0.12408759124087591
145,WP_010937898.1,1,115,0.9179,0.933,29.5,0.9739130434782609,0.9323243243243243,0.983783783783784,0.9978468468468463,0.9279279279279279
146,WP_010937898.1,2,115,0.8936,0.8795,14.4,0.9652173913043478,0.9055727272727269,0.975690909090909,0.996590909090909,0.8909090909090909
147,WP_010937898.1,3,115,0.8834,0.9369,19.4,0.9391304347826087,0.9283271028037381,0.9833551401869163,0.998308411214953,0.897196261682243
148,WP_010937898.1,4,115,0.8806,0.8668,14.5,0.9565217391304348,0.9004770642201838,0.9716788990825685,0.9956422018348622,0.8715596330275229
149,WP_010937898.1,5,115,0.8692,0.7256,14.5,0.9565217391304348,0.8819633027522933,0.9660458715596326,0.9942844036697246,0.8256880733944955
150,WP_010937906.1,1,88,0.5424,0.4521,11.4,0.8977272727272727,0.6680769230769229,0.790102564102564,0.8955384615384612,0.2948717948717949
151,WP_010937906.1,2,88,0.5234,0.4129,5.7,1.0,0.5629885057471264,0.7103908045977013,0.861011494252873,0.05747126436781609
152,WP_010937906.1,3,88,0.5158,0.4504,9.1,1.0,0.530103448275862,0.6876551724137931,0.8484827586206893,0.09195402298850575
153,WP_010937906.1,4,88,0.5045,0.4018,8.0,0.9886363636363636,0.5790813953488368,0.7130813953488375,0.8413255813953486,0.0
154,WP_010937906.1,5,88,0.5040,0.3960,8.0,1.0,0.5527931034482763,0.7061379310344825,0.8608045977011496,0.0
155,WP_010937937.1,1,188,0.4573,0.4155,6.1,0.9574468085106383,0.3712067039106146,0.5253966480446925,0.7130391061452516,0.0335195530726257
156,WP_010937937.1,2,188,0.4509,0.3976,8.1,0.9202127659574468,0.39121511627906985,0.546872093023256,0.726488372093023,0.005813953488372093
157,WP_010937937.1,3,188,0.4435,0.4039,10.1,0.9468085106382979,0.3727740112994351,0.5325762711864406,0.7176384180790958,0.05084745762711865
158,WP_010937937.1,4,188,0.4353,0.407,8.3,0.898936170212766,0.37747023809523794,0.5330297619047621,0.7190476190476192,0.03571428571428571
159,WP_010937937.1,5,188,0.4306,0.3750,5.6,0.9468085106382979,0.34977401129943514,0.5002881355932204,0.6869943502824861,0.0
160,WP_010937954.1,1,362,0.6343,0.4805,9.9,1.0,0.40429639889196683,0.5794598337950136,0.7516786703601112,0.07479224376731301
161,WP_010937954.1,2,362,0.633,0.5011,12.9,0.9861878453038674,0.41362640449438237,0.5883539325842699,0.7582078651685394,0.09831460674157304
162,WP_010937954.1,3,362,0.633,0.5011,12.9,0.9861878453038674,0.41362078651685424,0.5883511235955059,0.7582050561797754,0.09831460674157304
163,WP_010937954.1,4,362,0.6122,0.5384,11.0,0.9779005524861878,0.40053257790368313,0.5798923512747873,0.7484192634560902,0.0
164,WP_010937954.1,5,362,0.6059,0.5334,10.7,0.9779005524861878,0.39692351274787563,0.5745070821529747,0.7420594900849851,0.0
165,WP_010937972.1,1,256,0.8140,0.1570,11.3,0.96875,0.6957085020242918,0.8393400809716597,0.9368704453441286,0.4291497975708502
166,WP_010937972.1,2,256,0.8103,0.1565,10.9,0.96875,0.6929311740890692,0.8360040485829968,0.9330080971659923,0.4331983805668016
167,WP_010937972.1,3,256,0.8093,0.7184,11.7,0.96875,0.6875344129554656,0.8325546558704455,0.9370121457489872,0.4251012145748988
168,WP_010937972.1,4,256,0.8016,0.1835,11.3,0.96875,0.6818380566801627,0.8258825910931181,0.9267854251012144,0.3967611336032389
169,WP_010937972.1,5,256,0.7920,0.3636,8.5,0.96484375,0.6742642276422763,0.8173211382113825,0.9235934959349594,0.4349593495934959
170,WP_010938012.1,1,213,0.8132,0.2904,9.5,0.9389671361502347,0.7465577889447238,0.8672361809045227,0.9648040201005021,0.5728643216080402
171,WP_010938012.1,2,213,0.8132,0.2904,9.5,0.9389671361502347,0.7465527638190956,0.8672361809045227,0.9648040201005021,0.5728643216080402
172,WP_010938012.1,3,213,0.7987,0.2954,12.2,0.92018779342723,0.752630769230769,0.8686461538461528,0.9647692307692305,0.558974358974359
173,WP_010938012.1,4,213,0.7987,0.2954,12.2,0.92018779342723,0.752630769230769,0.8686461538461528,0.9647641025641023,0.558974358974359
174,WP_010938012.1,5,213,0.7889,0.3241,11.2,0.9248826291079812,0.7251683673469387,0.8527551020408167,0.9594489795918364,0.5510204081632653
175,WP_010938030.1,1,151,0.4496,0.2976,8.7,0.9933774834437086,0.4326375838926174,0.5663825503355705,0.7108389261744967,0.11409395973154363
176,WP_010938030.1,2,151,0.4468,0.5146,8.1,0.7350993377483444,0.5428727272727273,0.6815909090909087,0.8191454545454545,0.3
177,WP_010938030.1,3,151,0.4439,0.1599,8.6,1.0,0.38435333333333327,0.5344333333333332,0.6918666666666669,0.02
178,WP_010938030.1,4,151,0.4387,0.2604,11.2,0.7086092715231788,0.5717358490566039,0.7114150943396227,0.8520094339622645,0.14150943396226415
179,WP_010938030.1,5,151,0.4387,0.2604,11.2,0.7086092715231788,0.5717358490566039,0.7114150943396227,0.8520094339622645,0.14150943396226415
180,WP_010938032.1,1,453,0.5124,0.5334,6.6,0.8984547461368654,0.3410000000000001,0.47396305418719203,0.6079458128078812,0.15024630541871922
181,WP_010938032.1,2,453,0.5109,0.4519,11.5,0.8410596026490066,0.4188657894736839,0.5361789473684209,0.6478684210526314,0.2026315789473684
182,WP_010938032.1,3,453,0.5049,0.448,11.1,0.8366445916114791,0.4144285714285716,0.5292407407407405,0.6421984126984134,0.21164021164021163
183,WP_010938032.1,4,453,0.498,0.4956,8.4,0.8940397350993378,0.3244826732673269,0.4583143564356438,0.596962871287128,0.14108910891089108
184,WP_010938032.1,5,453,0.4536,0.3733,7.2,0.609271523178808,0.5285236363636363,0.6717745454545452,0.80054909090909,0.29454545454545455
185,WP_011792721.1,1,105,0.7383,0.1230,14.6,0.9809523809523809,0.7425196078431366,0.8501568627450976,0.9346666666666666,0.5980392156862745
186,WP_011792721.1,2,105,0.7383,0.1230,14.6,0.9809523809523809,0.7425196078431366,0.8501568627450976,0.9346568627450981,0.5980392156862745
187,WP_011792721.1,3,105,0.6967,0.1226,9.7,0.9809523809523809,0.6909411764705883,0.8339901960784313,0.9212941176470585,0.4803921568627451
188,WP_011792721.1,4,105,0.6967,0.1226,9.7,0.9809523809523809,0.6909411764705883,0.8339901960784313,0.9212843137254899,0.4803921568627451
189,WP_011792721.1,5,105,0.6913,0.78,16.9,0.7904761904761904,0.8569999999999999,0.9415609756097563,0.9837804878048779,0.7439024390243902
190,WP_010938074.1,1,79,0.5719,0.4703,5.1,1.0,0.6410384615384617,0.764576923076923,0.8783076923076925,0.32051282051282054
191,WP_010938074.1,2,79,0.5719,0.4703,5.1,1.0,0.6410384615384617,0.764576923076923,0.8782948717948721,0.32051282051282054
192,WP_010938074.1,3,79,0.5704,0.5504,7.8,0.9746835443037974,0.6326184210526316,0.7797105263157893,0.9065263157894737,0.2236842105263158
193,WP_010938074.1,4,79,0.5686,0.5329,2.6,0.9620253164556962,0.6337600000000001,0.7819600000000002,0.9117066666666664,0.24
