,Target Path,RMSD,Length1,TMscore1,Length2,TMscore2,maxTMscore
80119,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7OGR_X.pdb,2.01,108.0,0.20583,32.0,0.49053,0.49053
73063,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7E4J_C.pdb,2.94,108.0,0.25798,44.0,0.49046,0.49046
31670,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1EA4_F.pdb,3.04,108.0,0.25693,45.0,0.48912,0.48912
52490,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2KEL_B.pdb,2.72,108.0,0.26533,46.0,0.48881,0.48881
38303,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1COI_A.pdb,2.07,108.0,0.16525,29.0,0.48853,0.48853
55538,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3FT7_B.pdb,3.35,108.0,0.26498,46.0,0.48835,0.48835
47095,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4BD2_C.pdb,1.49,108.0,0.17565,30.0,0.48834,0.48834
40175,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7AR7_v.pdb,1.27,108.0,0.16392,30.0,0.48766,0.48766
62875,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3OIQ_B.pdb,2.06,108.0,0.16989,30.0,0.48726,0.48726
12593,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_A.pdb,2.42,108.0,0.16653,30.0,0.48616,0.48616
69681,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5DOQ_C.pdb,2.05,108.0,0.16497,30.0,0.48603,0.48603
44334,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5IR6_C.pdb,2.04,108.0,0.16503,30.0,0.48591,0.48591
35260,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3LJM_B.pdb,2.0,108.0,0.16357,29.0,0.48514,0.48514
49801,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5WHE_L.pdb,2.91,108.0,0.17609,30.0,0.48449,0.48449
29509,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4CO6_D.pdb,2.96,108.0,0.22181,40.0,0.48434,0.48434
13888,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4OGQ_F.pdb,2.13,108.0,0.17564,32.0,0.48428,0.48428
6274,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6KAC_V.pdb,2.65,108.0,0.17714,32.0,0.48424,0.48424
60255,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7AK9_D.pdb,1.96,108.0,0.19318,36.0,0.48404,0.48404
42283,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2IZX_A.pdb,2.25,108.0,0.22226,39.0,0.484,0.484
42050,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4ZP3_P.pdb,1.61,108.0,0.16097,30.0,0.48385,0.48385
12476,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6QL9_D.pdb,4.24,108.0,0.48384,1765.0,0.04614,0.48384
77489,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7F16_P.pdb,3.36,108.0,0.1925,34.0,0.48349,0.48349
35554,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4PND_A.pdb,2.78,108.0,0.17404,30.0,0.48312,0.48312
54012,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2K9I_B.pdb,3.23,108.0,0.30948,55.0,0.48301,0.48301
66655,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G68_F.pdb,1.84,108.0,0.1641,30.0,0.48233,0.48233
11948,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1QEY_A.pdb,2.58,108.0,0.17125,31.0,0.48178,0.48178
15140,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2ORY_B.pdb,4.19,108.0,0.48106,344.0,0.20019,0.48106
27525,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4W8F_A.pdb,4.26,108.0,0.48105,2608.0,0.03045,0.48105
62992,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2M1J_A.pdb,2.28,108.0,0.16837,30.0,0.48054,0.48054
7735,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6YP7_F.pdb,2.92,108.0,0.16812,30.0,0.48049,0.48049
10832,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2CPG_C.pdb,3.23,108.0,0.24444,42.0,0.48008,0.48008
63630,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3G7Z_C.pdb,1.86,108.0,0.14716,23.0,0.47942,0.47942
27539,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7OS6_AAA.pdb,4.45,108.0,0.47914,346.0,0.20109,0.47914
26420,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7OS5_BBB.pdb,4.45,108.0,0.47869,348.0,0.20008,0.47869
8784,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2RMH_A.pdb,2.57,108.0,0.22145,38.0,0.47832,0.47832
27054,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7ASE_D.pdb,2.33,108.0,0.18131,33.0,0.47822,0.47822
9895,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2KYG_C.pdb,2.45,108.0,0.21817,38.0,0.47803,0.47803
20962,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1FCT_A.pdb,3.08,108.0,0.18411,32.0,0.4779,0.4779
16244,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2GPE_B.pdb,3.03,108.0,0.26635,46.0,0.47789,0.47789
41286,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XXZ_B.pdb,1.95,108.0,0.16411,30.0,0.4773,0.4773
55598,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6F_E.pdb,2.22,108.0,0.16301,29.0,0.47719,0.47719
16597,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Y20_C.pdb,2.67,108.0,0.19303,33.0,0.477,0.477
57752,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4BJS_C.pdb,3.92,108.0,0.28782,52.0,0.47677,0.47677
24235,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6WA0_B.pdb,3.03,108.0,0.16817,30.0,0.47671,0.47671
9954,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3KJL_H.pdb,2.84,108.0,0.18594,32.0,0.4765,0.4765
29392,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XNE_C.pdb,2.23,108.0,0.16871,30.0,0.4762,0.4762
58916,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2CAX_C.pdb,2.68,108.0,0.29215,53.0,0.47615,0.47615
78073,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4W9M_F.pdb,2.07,108.0,0.23832,36.0,0.47604,0.47604
26759,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7DR1_I.pdb,2.42,108.0,0.17546,30.0,0.476,0.476
20496,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G69_G.pdb,1.89,108.0,0.16392,30.0,0.47596,0.47596
13947,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6L4U_M.pdb,2.35,108.0,0.16661,30.0,0.47556,0.47556
72188,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2L0G_A.pdb,1.61,108.0,0.17387,32.0,0.47536,0.47536
36747,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2A2F_X.pdb,4.0,108.0,0.47512,296.0,0.22226,0.47512
57579,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2RUV_A.pdb,2.49,108.0,0.22135,37.0,0.47496,0.47496
13536,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/4PNB_B.pdb,3.0,108.0,0.17083,30.0,0.47486,0.47486
11605,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6W8P_B.pdb,3.89,108.0,0.47481,426.0,0.15409,0.47481
47682,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3GXQ_A.pdb,3.15,108.0,0.29338,53.0,0.47478,0.47478
30442,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5EON_A.pdb,1.35,108.0,0.16126,29.0,0.47443,0.47443
66829,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2RBF_A.pdb,3.07,108.0,0.24722,44.0,0.47433,0.47433
15419,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6RQF_E.pdb,1.94,108.0,0.16723,31.0,0.47431,0.47431
13123,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6G_L.pdb,2.51,108.0,0.16606,30.0,0.47429,0.47429
7618,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3W7Y_D.pdb,2.69,108.0,0.18602,30.0,0.47419,0.47419
83568,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5YC0_G.pdb,2.28,108.0,0.16893,31.0,0.4739,0.4739
2784,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2YAL_A.pdb,2.37,108.0,0.21811,39.0,0.47348,0.47348
39180,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1DD3_C.pdb,1.87,108.0,0.17562,32.0,0.47321,0.47321
33316,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2VOY_E.pdb,1.36,108.0,0.16172,30.0,0.47314,0.47314
17469,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2OVC_A.pdb,1.81,108.0,0.16613,30.0,0.47313,0.47313
13064,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6G_I.pdb,2.15,108.0,0.16434,30.0,0.47288,0.47288
37138,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2WQJ_C.pdb,1.99,108.0,0.18334,32.0,0.4728,0.4728
10599,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3OAK_C.pdb,2.0,108.0,0.17783,31.0,0.47271,0.47271
35672,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6FS4_A.pdb,1.98,108.0,0.19712,31.0,0.47267,0.47267
71837,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6XQI_F.pdb,2.48,108.0,0.23508,40.0,0.47263,0.47263
32083,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6G6C_B.pdb,2.05,108.0,0.16335,30.0,0.47243,0.47243
9309,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3R4H_B.pdb,2.14,108.0,0.16241,29.0,0.47229,0.47229
22886,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6L8G_A.pdb,2.22,108.0,0.21653,37.0,0.47214,0.47214
13593,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2BNW_B.pdb,2.89,108.0,0.28368,53.0,0.47199,0.47199
53143,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2DE0_X.pdb,4.15,108.0,0.47188,460.0,0.14854,0.47188
11420,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/5JGE_E.pdb,2.21,108.0,0.16786,30.0,0.47181,0.47181
7567,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/7MQA_LU.pdb,4.07,108.0,0.47155,445.0,0.16101,0.47155
46742,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2L34_B.pdb,2.53,108.0,0.17213,33.0,0.47152,0.47152
49624,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3U91_A.pdb,2.48,108.0,0.16973,30.0,0.4709,0.4709
15714,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/6Q5R_I.pdb,1.99,108.0,0.16363,30.0,0.47087,0.47087
34670,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/3JAP_r.pdb,2.3,108.0,0.1904,31.0,0.47047,0.47047
51437,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1JB6_A.pdb,1.95,108.0,0.1846,32.0,0.47038,0.47038
74404,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/2AY0_C.pdb,3.03,108.0,0.25262,44.0,0.47033,0.47033
29916,/gpfs/alpine/bif135/proj-shared/rbd_work/databases/PDB70/pdb70_2022_03_19/rbd_work/pdb70_2022_03_19_structures/structure_dir/1M3W_D.pdb,2.65,108.0,0.16749,30.0,0.47024,0.47024
